time,x,y,yaw,speed,steer,signed_cte
1784809168.625,-132.696518,-430.510681,66.184,0.000,-0.05011,-2.40092
1784809168.733,-132.696457,-430.510559,66.184,0.020,-0.10516,-2.40078
1784809168.839,-132.695587,-430.508545,66.179,0.132,-0.10509,-2.39859
1784809168.941,-132.692917,-430.502777,66.169,0.280,-0.10498,-2.39223
1784809169.047,-132.688248,-430.492920,66.154,0.458,-0.10483,-2.38132
1784809169.155,-132.681366,-430.478394,66.134,0.606,-0.10462,-2.36525
1784809169.260,-132.672760,-430.460297,66.108,0.753,-0.10438,-2.34521
1784809169.367,-132.661957,-430.437531,66.077,0.929,-0.10409,-2.32001
1784809169.473,-132.649429,-430.411224,66.041,1.076,-0.10375,-2.29088
1784809169.578,-132.634705,-430.380341,65.999,1.223,-0.10335,-2.25667
1784809169.686,-132.617828,-430.345093,65.951,1.398,-0.10160,-2.21759
1784809169.791,-132.599304,-430.306396,65.899,1.545,-0.10111,-2.17470
1784809169.894,-132.579391,-430.264984,65.845,1.689,-0.10062,-2.12875
1784809170.007,-132.555603,-430.215576,65.781,1.862,-0.10003,-2.07392
1784809170.114,-132.530701,-430.164124,65.714,2.006,-0.09938,-2.01677
1784809170.219,-132.504181,-430.109558,65.644,2.150,-0.09866,-1.95612
1784809170.325,-132.474869,-430.049408,65.567,2.404,-0.09786,-1.88923
1784809170.435,-132.441132,-429.980469,65.479,2.741,-0.09565,-1.81250
1784809170.538,-132.403641,-429.904236,65.382,3.202,-0.09457,-1.72759
1784809170.647,-132.356293,-429.808533,65.263,3.832,-0.09320,-1.62088
1784809170.751,-132.303848,-429.703247,65.136,4.358,-0.09045,-1.50335
1784809170.857,-132.242935,-429.581604,64.991,4.884,-0.08865,-1.36745
1784809170.964,-132.173752,-429.444275,64.833,5.409,-0.08546,-1.21390
1784809171.072,-132.096298,-429.291504,64.660,6.039,-0.08313,-1.04296
1784809171.175,-132.014618,-429.131470,64.484,6.563,-0.08055,-0.86384
1784809171.284,-131.919250,-428.945892,64.287,7.087,-0.07653,-0.65629
1784809171.389,-131.820023,-428.754364,64.090,7.717,-0.07315,-0.44292
1784809171.494,-131.712662,-428.548737,63.887,8.242,-0.06863,-0.21891
1784809171.603,-131.592773,-428.320862,63.673,8.768,-0.06414,-0.08022
1784809171.714,-131.461945,-428.074280,63.454,9.401,-0.05828,-0.07656
1784809171.816,-131.332520,-427.832153,63.253,9.928,-0.05273,-0.07380
1784809171.924,-131.186478,-427.561127,63.049,10.455,-0.04701,-0.07173
1784809172.031,-131.034241,-427.280823,62.858,11.085,-0.04154,-0.07065
1784809172.137,-130.874481,-426.988953,62.680,11.610,-0.03621,-0.07061
1784809172.244,-130.701813,-426.675781,62.510,12.135,-0.03096,-0.07166
1784809172.354,-130.522003,-426.351624,62.357,12.764,-0.02592,-0.07324
1784809172.460,-130.336487,-426.018921,62.222,13.286,-0.02126,-0.07447
1784809172.569,-130.134415,-425.658112,62.099,13.913,-0.01722,-0.07513
1784809172.675,-129.931549,-425.297394,61.997,14.434,-0.01382,-0.07601
1784809172.780,-129.719803,-424.922211,61.911,14.955,-0.01086,-0.07757
1784809172.885,-129.500046,-424.534058,61.840,15.475,-0.00760,-0.07979
1784809172.995,-129.263153,-424.116821,61.781,16.099,-0.00500,-0.08276
1784809173.097,-129.033600,-423.713196,61.738,16.619,-0.00266,-0.08597
1784809173.204,-128.784637,-423.276001,61.710,17.137,0.00051,-0.08973
1784809173.311,-128.529770,-422.828674,61.694,17.757,0.00164,-0.09369
1784809173.415,-128.271866,-422.376099,61.692,18.272,0.00411,-0.09773
1784809173.522,-127.999664,-421.898315,61.703,18.785,0.00438,-0.10193
1784809173.632,-127.709785,-421.389160,61.728,19.401,0.00542,-0.10624
1784809173.735,-127.433823,-420.903870,61.756,19.912,0.00601,-0.11006
1784809173.843,-127.133911,-420.375824,61.792,20.406,0.00537,-0.11389
1784809173.952,-126.828369,-419.837067,61.830,20.981,0.00577,-0.11741
1784809174.058,-126.520821,-419.293823,61.865,21.439,0.00502,-0.12082
1784809174.163,-126.211243,-418.746063,61.899,21.820,0.00535,-0.12520
1784809174.272,-125.887856,-418.173279,61.933,22.207,0.00585,-0.13018
1784809174.376,-125.571281,-417.611816,61.962,22.490,0.00504,-0.13470
1784809174.484,-125.241196,-417.025879,61.997,22.750,0.00397,-0.13916
1784809174.594,-124.907684,-416.433075,62.034,22.998,0.00395,-0.14329
1784809174.701,-124.569450,-415.830933,62.063,23.291,0.00285,-0.14695
1784809174.809,-124.225677,-415.218170,62.087,23.534,0.00314,-0.14987
1784809174.915,-123.882111,-414.605225,62.108,23.827,0.00219,-0.15234
1784809175.020,-123.543892,-414.001343,62.130,24.073,0.00115,-0.15454
1784809175.129,-123.183693,-413.357666,62.145,24.318,0.00075,-0.15662
1784809175.238,-122.829048,-412.723633,62.153,24.613,0.00059,-0.15852
1784809175.341,-122.479492,-412.098755,62.157,24.860,0.00151,-0.16040
1784809175.452,-122.111855,-411.441315,62.161,25.106,0.00157,-0.16144
1784809175.570,-121.740959,-410.777954,62.171,25.402,0.00052,-0.16171
1784809175.672,-121.357574,-410.091858,62.181,25.649,0.00040,-0.16178
1784809175.783,-120.969437,-409.397156,62.186,25.946,0.00039,-0.16181
1784809175.890,-120.592667,-408.722717,62.187,26.193,0.00034,-0.16180
1784809175.997,-120.208397,-408.034851,62.187,26.440,0.00038,-0.16191
1784809176.106,-119.819244,-407.338104,62.188,26.736,-0.00033,-0.16299
1784809176.214,-119.425049,-406.632355,62.192,26.982,-0.00000,-0.16460
1784809176.318,-119.041962,-405.946533,62.192,27.277,0.00031,-0.16618
1784809176.427,-118.639175,-405.225281,62.193,27.523,0.00078,-0.16776
1784809176.535,-118.241768,-404.513611,62.198,27.766,0.00109,-0.16921
1784809176.641,-117.833115,-403.781281,62.207,28.056,0.00042,-0.16969
1784809176.747,-117.428093,-403.055084,62.218,28.298,0.00051,-0.16969
1784809176.856,-117.012093,-402.308990,62.224,28.538,0.00081,-0.16958
1784809176.960,-116.609467,-401.586700,62.227,28.826,-0.00038,-0.16943
1784809177.067,-116.188179,-400.830292,62.233,29.066,-0.00078,-0.16993
1784809177.178,-115.761208,-400.063660,62.233,29.306,-0.00098,-0.17104
1784809177.284,-115.336754,-399.301880,62.227,29.591,-0.00268,-0.17230
1784809177.392,-114.907196,-398.530914,62.215,29.831,-0.00188,-0.17355
1784809177.501,-114.464340,-397.736389,62.193,30.120,-0.00123,-0.17474
1784809177.605,-114.036690,-396.970184,62.176,30.360,-0.00004,-0.17625
1784809177.712,-113.595490,-396.180328,62.164,30.601,0.00123,-0.17811
1784809177.820,-113.148972,-395.381256,62.163,30.840,0.00087,-0.17873
1784809177.927,-112.698456,-394.575073,62.171,31.121,0.00135,-0.17689
1784809178.035,-112.242836,-393.759460,62.179,31.350,0.00256,-0.17480
1784809178.143,-111.782043,-392.934143,62.193,31.616,0.00291,-0.17249
1784809178.250,-111.325607,-392.116028,62.216,31.831,0.00254,-0.17310
1784809178.358,-110.859100,-391.278900,62.245,32.039,0.00118,-0.17562
1784809178.473,-110.381409,-390.420746,62.271,32.283,0.00152,-0.17773
1784809178.578,-109.911697,-389.576294,62.284,32.480,0.00122,-0.17951
1784809178.685,-109.438309,-388.724731,62.295,32.709,0.00119,-0.18126
1784809178.791,-108.967636,-387.878113,62.303,32.894,0.00151,-0.18464
1784809178.896,-108.503983,-387.043884,62.312,33.075,0.00172,-0.18822
1784809179.003,-108.020805,-386.173950,62.326,33.251,0.00193,-0.19147
1784809179.111,-107.537254,-385.302551,62.345,33.455,0.00053,-0.19207
1784809179.218,-107.056267,-384.434937,62.364,33.620,-0.00072,-0.19158
1784809179.325,-106.573517,-383.563599,62.370,33.814,-0.00172,-0.19082
1784809179.432,-106.085587,-382.682556,62.365,33.970,-0.00247,-0.18989
1784809179.537,-105.609314,-381.822815,62.350,34.122,-0.00249,-0.19018
1784809179.650,-105.087715,-380.882355,62.325,34.303,0.00476,-0.19324
1784809179.756,-104.598206,-380.000854,62.323,34.061,0.00515,-0.19670
1784809179.860,-104.121925,-379.143005,62.371,33.662,0.01787,-0.19998
1784809179.968,-103.635139,-378.264252,62.424,33.144,0.01944,-0.19918
1784809180.076,-103.156693,-377.398102,62.563,32.456,0.01419,-0.19234
1784809180.180,-102.711708,-376.587646,62.744,31.672,0.00581,-0.18356
1784809180.288,-102.268265,-375.773315,62.885,30.739,0.00103,-0.17155
1784809180.396,-101.831238,-374.965820,62.960,29.964,-0.01350,-0.15860
1784809180.503,-101.412827,-374.190979,62.963,29.192,-0.02021,-0.14918
1784809180.611,-101.003098,-373.433472,62.848,28.301,-0.02623,-0.14093
1784809180.720,-100.600632,-372.694092,62.665,27.619,-0.03072,-0.13511
1784809180.824,-100.217812,-371.997101,62.447,26.979,-0.02688,-0.13261
1784809180.935,-99.823051,-371.286194,62.192,26.276,-0.01729,-0.12715
1784809181.041,-99.450119,-370.621460,61.981,25.736,-0.00773,-0.11747
1784809181.147,-99.082909,-369.972107,61.842,25.133,0.00145,-0.11033
1784809181.254,-98.716568,-369.327454,61.777,24.670,0.00926,-0.10478
1784809181.364,-98.348167,-368.679901,61.789,24.242,0.01839,-0.09957
1784809181.470,-98.000465,-368.067139,61.855,23.764,0.03698,-0.09639
1784809181.578,-97.651115,-367.448822,61.988,23.398,0.06030,-0.09988
1784809181.685,-97.314941,-366.849548,62.255,23.054,0.08734,-0.10290
1784809181.793,-96.982132,-366.247955,62.692,22.660,0.11865,-0.10184
1784809181.899,-96.666298,-365.664551,63.298,22.339,0.15303,-0.09478
1784809182.012,-96.359833,-365.081024,64.131,22.014,0.19960,-0.08227
1784809182.119,-96.067184,-364.500000,65.190,21.596,0.24686,-0.07873
1784809182.230,-95.781723,-363.901154,66.543,21.242,0.29211,-0.07400
1784809182.337,-95.530273,-363.335999,68.122,20.795,0.32710,-0.07093
1784809182.444,-95.295906,-362.762085,69.989,20.520,0.36070,-0.06990
1784809182.554,-95.081650,-362.178345,72.110,20.331,0.38932,-0.05913
1784809182.663,-94.892998,-361.593018,74.400,20.166,0.40858,-0.05692
1784809182.768,-94.738190,-361.035187,76.736,19.980,0.42048,-0.06292
1784809182.877,-94.601883,-360.445374,79.327,19.745,0.42888,-0.07614
1784809182.984,-94.496948,-359.872955,81.907,19.561,0.42998,-0.08501
1784809183.091,-94.418510,-359.297424,84.543,19.398,0.42031,-0.09062
1784809183.198,-94.367905,-358.728210,87.145,19.265,0.41293,-0.09896
1784809183.306,-94.343292,-358.159973,89.688,19.194,0.41145,-0.10586
1784809183.409,-94.343170,-357.603943,92.136,19.124,0.41215,-0.10782
1784809183.519,-94.367844,-357.023956,94.688,19.029,0.41040,-0.11183
1784809183.627,-94.416229,-356.462799,97.168,18.965,0.40973,-0.11777
1784809183.732,-94.487930,-355.910278,99.613,18.911,0.41489,-0.10862
1784809183.838,-94.583061,-355.363556,102.039,18.835,0.41976,-0.10030
1784809183.944,-94.700638,-354.824219,104.466,18.782,0.41602,-0.09648
1784809184.045,-94.834404,-354.313416,106.812,18.733,0.41716,-0.09838
1784809184.151,-94.996475,-353.785553,109.259,18.697,0.41550,-0.10171
1784809184.255,-95.174957,-353.280609,111.634,18.640,0.40206,-0.10027
1784809184.362,-95.379097,-352.771484,114.053,18.616,0.39385,-0.09859
1784809184.470,-95.611275,-352.256897,116.487,18.605,0.40255,-0.10137
1784809184.577,-95.858490,-351.765320,118.813,18.578,0.40760,-0.10243
1784809184.678,-96.108360,-351.312988,121.012,18.551,0.39990,-0.10026
1784809184.782,-96.385880,-350.853149,123.334,18.532,0.39865,-0.10197
1784809184.893,-96.640144,-350.465393,125.320,18.524,0.39347,-0.10517
1784809185.017,-97.078171,-349.859955,128.488,18.484,0.39911,-0.09099
1784809185.134,-97.385529,-349.473724,130.564,18.458,0.39068,-0.09222
1784809185.236,-97.724625,-349.078766,132.766,18.496,0.37424,-0.10122
1784809185.357,-98.228027,-348.543701,135.803,18.721,0.35222,-0.10382
1784809185.465,-98.558403,-348.221222,137.626,18.945,0.34325,-0.09950
1784809185.585,-99.113464,-347.721130,140.417,19.400,0.28105,-0.10028
1784809185.702,-99.498016,-347.401031,142.173,19.757,0.26263,-0.11097
1784809185.820,-100.116142,-346.923706,144.505,20.277,0.22431,-0.14240
1784809185.938,-100.558678,-346.603851,145.952,20.643,0.20165,-0.16998
1784809186.052,-101.219101,-346.154297,147.804,21.066,0.17285,-0.20436
1784809186.156,-101.631866,-345.887573,148.801,21.403,0.15237,-0.21850
1784809186.273,-102.334412,-345.454559,150.273,21.871,0.11986,-0.24949
1784809186.392,-102.838341,-345.157837,151.155,22.126,0.10169,-0.27748
1784809186.499,-103.412933,-344.831299,151.993,22.488,0.08497,-0.29945
1784809186.611,-104.154175,-344.424164,152.883,22.834,0.05970,-0.31574
1784809186.718,-104.633003,-344.167938,153.336,23.116,0.07900,-0.32046
1784809186.834,-105.404564,-343.763306,153.976,23.407,0.05866,-0.32112
1784809186.965,-106.179382,-343.367737,154.615,23.704,0.02838,-0.31263
1784809187.079,-106.713379,-343.101318,154.929,23.916,0.00837,-0.30130
1784809187.193,-107.517944,-342.705444,155.197,24.163,-0.00781,-0.27815
1784809187.303,-108.081482,-342.429535,155.217,24.355,-0.01533,-0.26004
1784809187.416,-108.893692,-342.030701,155.120,24.616,-0.00247,-0.23400
1784809187.522,-109.420685,-341.770325,155.008,24.691,-0.00848,-0.21784
1784809187.636,-110.240990,-341.362305,154.928,24.247,-0.01903,-0.19410
1784809187.769,-111.041031,-340.963135,154.800,23.804,-0.03397,-0.17116
1784809187.903,-111.818741,-340.572937,154.561,23.333,-0.04155,-0.15047
1784809188.038,-112.589043,-340.181580,154.205,22.909,-0.04512,-0.13419
1784809188.149,-113.096794,-339.919586,153.939,22.674,-0.04409,-0.12618
1784809188.264,-113.839127,-339.530090,153.525,22.256,-0.04636,-0.11700
1784809188.377,-114.353683,-339.256104,153.230,21.948,-0.04608,-0.11214
1784809188.491,-115.065964,-338.871674,152.811,21.561,-0.04763,-0.10704
1784809188.595,-115.503372,-338.632202,152.556,21.300,-0.04900,-0.10516
1784809188.709,-116.194138,-338.248413,152.136,20.879,-0.05174,-0.10375
1784809188.824,-116.660950,-337.985107,151.828,20.605,-0.05873,-0.10320
1784809188.938,-117.322556,-337.606232,151.376,20.553,-0.06483,-0.10454
1784809189.054,-117.796814,-337.330200,151.010,20.550,-0.07291,-0.10709
1784809189.166,-118.451340,-336.942413,150.432,20.542,-0.07959,-0.11033
1784809189.272,-118.871521,-336.688629,150.030,20.540,-0.08107,-0.11051
1784809189.382,-119.507553,-336.295929,149.383,20.529,-0.08749,-0.10873
1784809189.518,-120.164940,-335.878754,148.660,20.515,-0.10142,-0.10594
1784809189.652,-120.799988,-335.464355,147.874,20.496,-0.12230,-0.10176
1784809189.752,-121.225311,-335.179626,147.265,20.473,-0.13442,-0.10017
1784809189.858,-121.665703,-334.877350,146.564,20.446,-0.15453,-0.10164
1784809189.969,-122.284378,-334.437683,145.446,20.403,-0.17948,-0.10769
1784809190.074,-122.667870,-334.155182,144.633,20.370,-0.19351,-0.11303
1784809190.187,-123.268127,-333.694092,143.181,20.300,-0.23129,-0.11751
1784809190.303,-123.670013,-333.370575,142.063,20.230,-0.25224,-0.11806
1784809190.420,-124.246933,-332.880981,140.196,20.136,-0.28429,-0.11574
1784809190.530,-124.640244,-332.526428,138.715,20.038,-0.30211,-0.11422
1784809190.647,-125.190704,-331.995483,136.377,19.893,-0.31224,-0.11948
1784809190.753,-125.516342,-331.658844,134.859,19.817,-0.31482,-0.12251
1784809190.868,-126.013245,-331.106995,132.391,19.682,-0.33450,-0.11564
1784809190.983,-126.347023,-330.707428,130.634,19.589,-0.36380,-0.10573
1784809191.102,-126.807251,-330.112213,127.962,19.451,-0.39878,-0.09619
1784809191.222,-127.112900,-329.681946,125.905,19.352,-0.42510,-0.09076
1784809191.340,-127.517502,-329.053040,122.740,19.185,-0.45002,-0.09815
1784809191.450,-127.753983,-328.643829,120.603,19.095,-0.45935,-0.10869
1784809191.580,-128.114212,-327.937317,116.842,18.890,-0.46197,-0.31277
1784809191.701,-128.321228,-327.468506,114.339,18.784,-0.46308,-0.11069
1784809191.806,-128.522430,-326.949493,111.597,18.696,-0.46094,-0.09791
1784809191.906,-128.688980,-326.453186,109.010,18.608,-0.45796,-0.08673
1784809192.014,-128.835022,-325.941956,106.391,18.530,-0.45792,-0.07987
1784809192.124,-128.967728,-325.375854,103.545,18.437,-0.45480,-0.07384
1784809192.232,-129.065216,-324.847565,100.923,18.373,-0.44799,-0.06963
1784809192.338,-129.137650,-324.323700,98.350,18.317,-0.44023,-0.07006
1784809192.447,-129.188751,-323.765594,95.655,18.248,-0.43644,-0.07196
1784809192.551,-129.213104,-323.232056,93.125,18.213,-0.43135,-0.07452
1784809192.657,-129.214371,-322.708893,90.679,18.181,-0.42513,-0.07431
1784809192.762,-129.193207,-322.178925,88.222,18.154,-0.41862,-0.07088
1784809192.866,-129.149353,-321.650482,85.802,18.115,-0.40773,-0.07071
1784809192.969,-129.085449,-321.138733,83.483,18.122,-0.39948,-0.07444
1784809193.074,-128.997925,-320.612823,81.137,18.232,-0.38625,-0.07752
1784809193.180,-128.888245,-320.085205,78.834,18.444,-0.36654,-0.07468
1784809193.285,-128.759338,-319.566833,76.630,18.787,-0.34693,-0.07191
1784809193.389,-128.604691,-319.032593,74.444,19.117,-0.27992,-0.07079
1784809193.496,-128.424393,-318.486847,72.374,19.501,-0.24643,-0.06681
1784809193.620,-128.201080,-317.884033,70.440,19.959,-0.21566,-0.05743
1784809193.729,-127.972267,-317.318542,68.825,20.433,-0.18229,-0.04395
1784809193.836,-127.727921,-316.756287,67.421,20.827,-0.15246,-0.02267
1784809193.940,-127.473434,-316.203827,66.248,21.195,-0.13053,0.00153
1784809194.046,-127.197266,-315.632935,65.214,21.551,-0.10776,0.02092
1784809194.152,-126.911354,-315.066101,64.342,21.959,-0.09074,0.03368
1784809194.254,-126.625908,-314.518372,63.617,22.255,-0.07553,0.04163
1784809194.361,-126.307739,-313.924927,62.956,22.534,-0.05925,0.04271
1784809194.465,-125.992096,-313.349945,62.430,22.797,-0.04535,0.03682
1784809194.571,-125.662148,-312.760254,61.999,23.097,-0.03428,0.02523
1784809194.679,-125.319603,-312.157471,61.647,23.340,-0.02333,0.01054
1784809194.788,-124.967094,-311.544525,61.387,23.584,-0.01468,-0.00579
1784809194.891,-124.625885,-310.956146,61.214,23.876,-0.00752,-0.02192
1784809194.999,-124.264107,-310.335693,61.093,24.117,-0.00156,-0.03820
1784809195.106,-123.901802,-309.716492,61.032,24.358,0.00283,-0.05294
1784809195.212,-123.536049,-309.092377,61.014,24.646,0.00666,-0.06604
1784809195.320,-123.162415,-308.454712,61.030,24.886,0.00917,-0.07909
1784809195.429,-122.780991,-307.802704,61.079,25.124,0.01079,-0.09211
1784809195.536,-122.403732,-307.156128,61.149,25.407,0.01069,-0.10450
1784809195.645,-122.014511,-306.486694,61.238,25.642,0.01190,-0.11655
1784809195.751,-121.632286,-305.826874,61.328,25.925,0.01180,-0.12743
1784809195.858,-121.244431,-305.154907,61.423,26.159,0.01142,-0.13722
1784809195.964,-120.861237,-304.488586,61.515,26.387,0.01088,-0.14557
1784809196.073,-120.461884,-303.791565,61.608,26.661,0.01123,-0.15283
1784809196.175,-120.086441,-303.133942,61.692,26.888,0.01052,-0.15850
1784809196.283,-119.688492,-302.434448,61.782,27.116,0.01008,-0.16349
1784809196.390,-119.286011,-301.724915,61.869,27.334,0.00953,-0.16774
1784809196.499,-118.879044,-301.004883,61.953,27.595,0.00890,-0.17105
1784809196.609,-118.465675,-300.270630,62.033,27.805,0.00819,-0.17312
1784809196.718,-118.058060,-299.544556,62.107,28.049,0.00622,-0.17437
1784809196.823,-117.658661,-298.831635,62.171,28.251,0.00434,-0.17488
1784809196.932,-117.243408,-298.088165,62.221,28.453,0.00385,-0.17605
1784809197.044,-116.829315,-297.345245,62.259,28.697,0.00346,-0.18145
1784809197.160,-116.408127,-296.588989,62.293,28.895,0.00318,-0.18538
1784809197.265,-115.964111,-295.790710,62.326,29.136,0.00207,-0.18646
1784809197.374,-115.539886,-295.027039,62.348,29.356,0.00095,-0.18695
1784809197.477,-115.130005,-294.289246,62.358,29.564,0.00097,-0.18744
1784809197.586,-114.693893,-293.503113,62.357,29.814,0.00046,-0.18743
1784809197.692,-114.269028,-292.736420,62.359,30.035,0.00065,-0.18701
1784809197.797,-113.840752,-291.963867,62.370,30.251,-0.00024,-0.18672
1784809197.910,-113.387512,-291.145752,62.383,30.505,-0.00011,-0.18598
1784809198.018,-112.948853,-290.353394,62.391,30.715,-0.00172,-0.18488
1784809198.122,-112.515785,-289.569641,62.391,30.932,-0.00166,-0.18306
1784809198.230,-112.067627,-288.758057,62.380,31.193,-0.00204,-0.18092
1784809198.336,-111.619102,-287.947021,62.365,31.409,-0.00223,-0.17938
1784809198.441,-111.172142,-287.140381,62.346,31.626,-0.00147,-0.17859
1784809198.550,-110.708435,-286.304688,62.320,31.888,-0.00109,-0.17833
1784809198.658,-110.240852,-285.462921,62.299,32.105,-0.00143,-0.17852
1784809198.768,-109.766808,-284.610443,62.286,32.365,-0.00112,-0.17916
1784809198.877,-109.286575,-283.748047,62.273,32.579,-0.00068,-0.18039
1784809198.984,-108.812386,-282.896454,62.259,32.830,-0.00027,-0.18159
1784809199.088,-108.351433,-282.068848,62.250,33.036,0.00075,-0.18285
1784809199.194,-107.877762,-281.218872,62.245,33.238,0.00136,-0.18438
1784809199.301,-107.396866,-280.355865,62.248,33.438,0.00074,-0.18589
1784809199.402,-106.931007,-279.519867,62.260,33.636,0.00042,-0.18737
1784809199.512,-106.435867,-278.630707,62.270,33.874,0.00033,-0.18865
1784809199.621,-105.936569,-277.733276,62.277,34.067,0.00030,-0.18954
1784809199.727,-105.443039,-276.845367,62.282,34.301,0.00057,-0.19002
1784809199.832,-104.955986,-275.968750,62.286,34.495,0.00091,-0.19031
1784809199.941,-104.451973,-275.061707,62.289,34.681,0.00075,-0.19122
1784809200.045,-103.963615,-274.182892,62.294,34.899,0.00117,-0.19362
1784809200.152,-103.457169,-273.271637,62.298,35.077,0.00124,-0.19414
1784809200.256,-102.965500,-272.387054,62.304,35.248,0.00176,-0.19375
1784809200.362,-102.457153,-271.472931,62.314,35.401,0.00237,-0.19356
1784809200.467,-101.953362,-270.565857,62.332,35.583,0.00271,-0.19302
1784809200.575,-101.439049,-269.638947,62.360,35.723,0.00264,-0.19459
1784809200.676,-100.954063,-268.764038,62.387,35.849,0.00159,-0.19632
1784809200.784,-100.429489,-267.816132,62.411,35.977,-0.00006,-0.19743
1784809200.887,-99.930367,-266.913818,62.422,36.110,-0.00155,-0.19899
1784809200.994,-99.419754,-265.991241,62.416,36.206,-0.00176,-0.20156
1784809201.097,-98.908592,-265.068024,62.397,36.301,-0.00203,-0.20429
1784809201.207,-98.388817,-264.129639,62.377,36.382,-0.00154,-0.20727
1784809201.310,-97.882538,-263.215851,62.358,36.468,-0.00106,-0.21027
1784809201.419,-97.345306,-262.246765,62.340,36.536,-0.00072,-0.21138
1784809201.525,-96.821648,-261.302551,62.327,36.602,0.00008,-0.20806
1784809201.631,-96.299240,-260.361389,62.318,36.678,0.00085,-0.20508
1784809201.737,-95.772339,-259.412811,62.317,36.739,0.00089,-0.20239
1784809201.845,-95.239609,-258.453339,62.325,36.797,0.00141,-0.20012
1784809201.946,-94.735466,-257.544739,62.338,36.847,0.00093,-0.19963
1784809202.055,-94.197594,-256.574646,62.350,36.900,0.00130,-0.19891
1784809202.161,-93.671982,-255.625839,62.361,36.949,0.00092,-0.19851
1784809202.265,-93.151833,-254.686783,62.375,36.990,0.00107,-0.19990
1784809202.372,-92.622711,-253.731033,62.387,37.035,0.00130,-0.20117
1784809202.480,-92.083084,-252.755737,62.403,37.081,0.00084,-0.20218
1784809202.585,-91.562248,-251.812531,62.419,37.133,0.00076,-0.20226
1784809202.694,-91.017159,-250.824280,62.436,37.194,0.00011,-0.20180
1784809202.802,-90.477936,-249.846130,62.448,37.262,-0.00049,-0.20110
1784809202.907,-89.952286,-248.892120,62.453,37.332,-0.00046,-0.20018
1784809203.014,-89.414055,-247.915298,62.452,37.420,-0.00141,-0.19926
1784809203.122,-88.875160,-246.937820,62.446,37.498,-0.00104,-0.19859
1784809203.225,-88.355011,-245.994629,62.433,37.574,-0.00119,-0.19809
1784809203.333,-87.816566,-245.018814,62.422,37.666,-0.00068,-0.19783
1784809203.437,-87.286415,-244.058563,62.411,37.742,-0.00075,-0.19784
1784809203.543,-86.750389,-243.088104,62.404,37.818,-0.00025,-0.19806
1784809203.649,-86.208878,-242.108337,62.396,37.903,-0.00027,-0.19858
1784809203.755,-85.669312,-241.132889,62.392,37.972,0.00029,-0.19948
1784809203.856,-85.150749,-240.195648,62.389,38.039,0.00008,-0.20047
1784809203.964,-84.599625,-239.199799,62.390,38.101,0.00066,-0.20163
1784809204.069,-84.059410,-238.223969,62.390,38.171,0.00056,-0.20292
1784809204.174,-83.525238,-237.258667,62.394,38.231,0.00095,-0.20401
1784809204.278,-82.985359,-236.283264,62.398,38.291,0.00077,-0.20521
1784809204.384,-82.439285,-235.296463,62.404,38.354,0.00196,-0.20632
1784809204.488,-81.899948,-234.322250,62.409,38.417,0.00407,-0.20763
1784809204.600,-81.323303,-233.280945,62.431,38.492,0.00577,-0.20916
1784809204.706,-80.777519,-232.293823,62.479,38.552,0.00727,-0.20987
1784809204.811,-80.230690,-231.302719,62.546,38.619,0.01043,-0.20956
1784809204.916,-79.689026,-230.317017,62.632,38.669,0.01357,-0.20735
1784809205.021,-79.147911,-229.327759,62.758,38.709,0.01622,-0.20294
1784809205.122,-78.626587,-228.369659,62.915,38.746,0.02014,-0.19737
1784809205.225,-78.093544,-227.382919,63.106,38.778,0.02408,-0.19872
1784809205.343,-77.605103,-226.471191,63.325,38.801,0.02702,-0.19832
1784809205.444,-77.090202,-225.500671,63.601,38.822,0.02978,-0.19344
1784809205.551,-76.570007,-224.507797,63.920,38.841,0.03244,-0.18877
1784809205.658,-76.034485,-223.470551,64.286,38.863,0.03591,-0.19272
1784809205.759,-75.537231,-222.492126,64.659,38.881,0.03870,-0.19437
1784809205.864,-75.029350,-221.475723,65.085,38.900,0.04076,-0.19333
1784809205.967,-74.534203,-220.465454,65.542,38.919,0.04186,-0.19968
1784809206.076,-74.034500,-219.423965,66.037,38.942,0.04268,-0.20713
1784809206.181,-73.551437,-218.394287,66.537,38.961,0.04206,-0.20974
1784809206.284,-73.082169,-217.370880,67.040,38.979,0.04089,-0.21325
1784809206.423,-72.379883,-215.793091,67.799,39.009,0.04204,-0.21898
1784809206.525,-71.935600,-214.764664,68.290,39.027,0.04074,-0.22922
1784809206.629,-71.503059,-213.739410,68.781,39.045,0.03965,-0.23378
1784809206.735,-71.063156,-212.670410,69.277,39.067,0.03941,-0.24225
1784809206.836,-70.653831,-211.651855,69.739,39.085,0.03732,-0.24303
1784809206.942,-70.234322,-210.582733,70.215,39.104,0.03684,-0.24336
1784809207.049,-69.817490,-209.493973,70.678,39.126,0.03428,-0.23657
1784809207.153,-69.421783,-208.435364,71.115,39.143,0.03417,-0.24231
1784809207.257,-69.037254,-207.382385,71.529,39.159,0.03316,-0.24724
1784809207.359,-68.660812,-206.328369,71.933,39.175,0.03264,-0.24429
1784809207.461,-68.295486,-205.282822,72.324,39.191,0.03301,-0.24572
1784809207.566,-67.925407,-204.199402,72.722,39.206,0.03356,-0.24625
1784809207.671,-67.564148,-203.117310,73.124,39.223,0.03391,-0.24060
1784809207.773,-67.217690,-202.054886,73.521,39.238,0.03345,-0.23977
