time,x,y,yaw,speed,steer,signed_cte
1784809390.154,-105.919205,-549.937988,173.984,30.249,-0.07385,-0.11064
1784809390.267,-107.044090,-549.782715,173.051,30.225,-0.07263,-0.10012
1784809390.378,-107.728104,-549.679443,172.509,30.208,-0.07500,-0.09717
1784809390.487,-108.864693,-549.493347,171.606,30.178,-0.08124,-0.10461
1784809390.609,-109.691277,-549.346558,170.917,30.153,-0.08796,-0.11104
1784809390.727,-110.847275,-549.123535,169.875,30.113,-0.09054,-0.13127
1784809390.841,-111.607742,-548.964478,169.139,30.083,-0.09020,-0.14254
1784809390.960,-112.718979,-548.713135,168.040,30.044,-0.08717,-0.14808
1784809391.074,-113.494247,-548.524353,167.282,30.015,-0.08419,-0.15241
1784809391.188,-114.586990,-548.239685,166.238,29.983,-0.07775,-0.14438
1784809391.292,-115.249893,-548.056763,165.635,29.957,-0.07758,-0.13236
1784809391.402,-116.300369,-547.751892,164.719,29.925,-0.08305,-0.12365
1784809391.514,-117.020309,-547.532715,164.087,29.895,-0.08658,-0.11805
1784809391.632,-118.076797,-547.194885,163.102,29.857,-0.08934,-0.12080
1784809391.737,-118.787491,-546.956238,162.407,29.820,-0.09017,-0.12140
1784809391.854,-119.854034,-546.579651,161.332,29.772,-0.09360,-0.13559
1784809391.960,-120.525208,-546.330688,160.640,29.745,-0.09707,-0.14748
1784809392.080,-121.583572,-545.918945,159.507,29.695,-0.10112,-0.14353
1784809392.190,-122.282852,-545.633484,158.722,29.666,-0.10230,-0.13836
1784809392.304,-123.291977,-545.201172,157.545,29.614,-0.09929,-0.13553
1784809392.419,-124.003563,-544.881226,156.706,29.579,-0.09628,-0.13610
1784809392.532,-125.000809,-544.411560,155.547,29.578,-0.09198,-0.13940
1784809392.634,-125.609993,-544.112488,154.859,29.582,-0.08953,-0.13226
1784809392.754,-126.617691,-543.597839,153.755,29.589,-0.08917,-0.12551
1784809392.858,-127.312592,-543.228882,153.010,29.595,-0.09382,-0.11863
1784809392.975,-128.083862,-542.805725,152.167,29.643,-0.08831,-0.11446
1784809393.089,-129.046494,-542.256470,151.091,29.683,-0.08730,-0.11918
1784809393.200,-129.686737,-541.877686,150.392,29.657,-0.08809,-0.12270
1784809393.311,-130.607941,-541.314026,149.384,29.617,-0.08917,-0.12998
1784809393.444,-131.530518,-540.726746,148.352,29.584,-0.08863,-0.13656
1784809393.578,-132.452820,-540.116028,147.303,29.572,-0.09849,-0.13095
1784809393.711,-133.351791,-539.497009,146.247,29.595,-0.09427,-0.13398
1784809393.850,-134.274521,-538.835083,145.107,29.602,-0.09511,-0.13370
1784809393.969,-134.919769,-538.355286,144.299,29.572,-0.09427,-0.13259
1784809394.074,-135.602631,-537.831604,143.428,29.566,-0.09029,-0.13548
1784809394.176,-136.268524,-537.304871,142.577,29.571,-0.08495,-0.13804
1784809394.298,-137.171310,-536.564819,141.466,29.578,-0.08067,-0.13729
1784809394.414,-137.763367,-536.063843,140.774,29.581,-0.07831,-0.13131
1784809394.528,-138.609283,-535.326782,139.810,29.586,-0.07856,-0.12130
1784809394.637,-139.142685,-534.849304,139.216,29.588,-0.08098,-0.11774
1784809394.755,-139.973785,-534.085266,138.264,29.587,-0.08698,-0.11555
1784809394.867,-140.528870,-533.560364,137.587,29.586,-0.08912,-0.12214
1784809394.988,-141.364746,-532.745483,136.505,29.583,-0.09064,-0.13205
1784809395.124,-142.152451,-531.947998,135.443,29.582,-0.09117,-0.13902
1784809395.238,-142.676315,-531.400757,134.711,29.580,-0.09202,-0.14751
1784809395.355,-143.454758,-530.560669,133.602,29.581,-0.09789,-0.14075
1784809395.457,-144.010864,-529.940125,132.773,29.581,-0.09939,-0.13281
1784809395.563,-144.474609,-529.408508,132.046,29.581,-0.09886,-0.13035
1784809395.665,-145.001053,-528.787842,131.192,29.581,-0.09589,-0.13228
1784809395.781,-145.725067,-527.902222,130.004,29.585,-0.09099,-0.13138
1784809395.882,-146.233627,-527.257202,129.182,29.590,-0.09457,-0.13564
1784809395.990,-146.676254,-526.680054,128.473,29.595,-0.09979,-0.13541
1784809396.109,-147.361023,-525.757080,127.304,29.598,-0.10166,-0.12018
1784809396.227,-147.820770,-525.114441,126.461,29.599,-0.09955,-0.11612
1784809396.347,-148.478027,-524.158936,125.222,29.603,-0.10364,-0.12247
1784809396.467,-148.933853,-523.469055,124.340,29.582,-0.10357,-0.13312
1784809396.597,-149.587158,-522.438232,123.002,29.575,-0.10570,-0.13799
1784809396.697,-150.014969,-521.732849,122.105,29.579,-0.10879,-0.12386
1784809396.816,-150.426453,-521.029846,121.201,29.581,-0.11186,-0.11982
1784809396.922,-150.850784,-520.277222,120.210,29.580,-0.11114,-0.12812
1784809397.027,-151.262360,-519.516602,119.192,29.593,-0.10822,-0.13181
1784809397.129,-151.656052,-518.756653,118.188,29.657,-0.10477,-0.12381
1784809397.239,-152.050461,-517.960938,117.175,29.817,-0.09985,-0.13026
1784809397.348,-152.431854,-517.156677,116.197,30.017,-0.09393,-0.12811
1784809397.474,-152.936340,-516.036316,114.931,30.388,-0.08725,-0.11377
1784809397.578,-153.280045,-515.234131,114.090,30.627,-0.08263,-0.10347
1784809397.681,-153.619598,-514.408569,113.272,30.861,-0.07721,-0.10490
1784809397.787,-153.952942,-513.564819,112.482,31.003,-0.07109,-0.10686
1784809397.890,-154.268829,-512.733093,111.757,30.817,-0.06556,-0.10521
1784809397.997,-154.576233,-511.891663,111.080,30.596,-0.06214,-0.10281
1784809398.100,-154.872864,-511.049713,110.446,30.537,-0.05832,-0.10577
1784809398.201,-155.148514,-510.240692,109.872,30.522,-0.05379,-0.11133
1784809398.304,-155.420685,-509.414734,109.325,30.500,-0.05101,-0.11448
1784809398.406,-155.683060,-508.592865,108.821,30.476,-0.04755,-0.11709
1784809398.528,-155.933563,-507.785034,108.355,30.452,-0.04610,-0.12430
1784809398.630,-156.186707,-506.944946,107.905,30.426,-0.04820,-0.12932
1784809398.735,-156.433624,-506.100922,107.466,30.394,-0.04670,-0.13318
1784809398.837,-156.670135,-505.269135,107.024,30.368,-0.04721,-0.13182
1784809398.945,-156.911987,-504.393127,106.565,30.344,-0.05205,-0.13679
1784809399.050,-157.139496,-503.542603,106.110,30.321,-0.05331,-0.14160
1784809399.154,-157.358841,-502.695404,105.623,30.302,-0.05503,-0.14634
1784809399.266,-157.586166,-501.784119,105.090,30.279,-0.06681,-0.15143
1784809399.372,-157.795944,-500.909180,104.549,30.260,-0.08354,-0.14715
1784809399.476,-157.988953,-500.068298,103.933,30.234,-0.09756,-0.15038
1784809399.583,-158.177490,-499.200928,103.165,30.208,-0.11057,-0.15125
1784809399.687,-158.354065,-498.327209,102.252,30.178,-0.12053,-0.15036
1784809399.792,-158.512283,-497.469330,101.238,30.146,-0.13136,-0.16409
1784809399.896,-158.655807,-496.599945,100.118,30.103,-0.13614,-0.18609
1784809400.002,-158.779648,-495.741699,98.932,30.070,-0.14027,-0.17074
1784809400.103,-158.883636,-494.893311,97.711,30.038,-0.14337,-0.15984
1784809400.206,-158.969299,-494.042419,96.451,30.005,-0.14058,-0.14806
1784809400.314,-159.038589,-493.153259,95.110,29.975,-0.13662,-0.14198
1784809400.424,-159.087799,-492.243317,93.758,29.940,-0.13031,-0.13539
1784809400.528,-159.114746,-491.376770,92.504,29.917,-0.12678,-0.11662
1784809400.636,-159.123032,-490.484192,91.271,29.898,-0.13434,-0.11560
1784809400.740,-159.113266,-489.627655,90.110,29.861,-0.14359,-0.10855
1784809400.850,-159.083405,-488.708191,88.805,29.827,-0.14606,-0.09765
1784809400.955,-159.035645,-487.838043,87.494,29.790,-0.14673,-0.10563
1784809401.061,-158.967133,-486.963806,86.148,29.738,-0.14306,-0.11376
1784809401.168,-158.877686,-486.090820,84.799,29.699,-0.13260,-0.13316
1784809401.275,-158.765869,-485.207550,83.464,29.683,-0.12564,-0.14519
1784809401.378,-158.641815,-484.376709,82.278,29.721,-0.11786,-0.12194
1784809401.481,-158.497482,-483.528961,81.124,29.822,-0.11048,-0.10417
1784809401.590,-158.329437,-482.647705,80.003,29.989,-0.10389,-0.09948
1784809401.694,-158.149750,-481.791504,78.981,30.199,-0.09760,-0.08879
1784809401.802,-157.953064,-480.929596,78.011,30.466,-0.09566,-0.08655
1784809401.904,-157.741486,-480.068237,77.087,30.690,-0.09518,-0.09350
1784809402.006,-157.519989,-479.222900,76.203,30.905,-0.09475,-0.09122
1784809402.111,-157.278671,-478.356384,75.304,31.110,-0.09266,-0.09262
1784809402.216,-157.020752,-477.483765,74.402,31.310,-0.08919,-0.09858
1784809402.343,-156.628983,-476.245026,73.152,31.619,-0.08386,-0.11541
1784809402.446,-156.339294,-475.383820,72.315,31.809,-0.08130,-0.12744
1784809402.558,-156.018112,-474.473755,71.462,31.994,-0.07752,-0.14362
1784809402.662,-155.696136,-473.601501,70.669,32.209,-0.07476,-0.13821
1784809402.768,-155.358704,-472.724426,69.900,32.387,-0.07335,-0.12985
1784809402.884,-154.981094,-471.781342,69.099,32.594,-0.07177,-0.12220
1784809402.993,-154.603363,-470.874390,68.340,32.763,-0.07036,-0.12265
1784809403.098,-154.220779,-469.988220,67.608,32.927,-0.06725,-0.12770
1784809403.212,-153.799271,-469.045837,66.844,33.117,-0.06250,-0.13542
1784809403.325,-153.364059,-468.105957,66.111,33.276,-0.05612,-0.13578
1784809403.436,-152.927460,-467.193359,65.448,33.458,-0.04988,-0.14569
1784809403.556,-152.477859,-466.279572,64.837,33.607,-0.04328,-0.14695
1784809403.667,-151.996140,-465.325653,64.277,33.786,-0.03671,-0.14393
1784809403.772,-151.540421,-464.443085,63.821,33.932,-0.03063,-0.13583
1784809403.881,-151.067749,-463.544434,63.427,34.105,-0.02483,-0.12748
1784809403.987,-150.594833,-462.659302,63.096,34.250,-0.01970,-0.12507
1784809404.092,-150.117996,-461.778015,62.826,34.392,-0.01566,-0.12591
1784809404.200,-149.623917,-460.874146,62.609,34.560,-0.01216,-0.13087
1784809404.311,-149.104889,-459.932617,62.425,34.699,-0.00967,-0.13503
1784809404.416,-148.616028,-459.051514,62.294,34.835,-0.00681,-0.13981
1784809404.532,-148.084137,-458.097443,62.184,34.991,-0.00286,-0.14693
1784809404.646,-147.545441,-457.134308,62.107,35.145,0.00037,-0.15520
1784809404.755,-147.023544,-456.203583,62.072,35.269,0.00251,-0.16434
1784809404.866,-146.498520,-455.268036,62.073,35.408,0.00366,-0.17020
1784809404.975,-145.970245,-454.325897,62.098,35.520,0.00166,-0.17318
1784809405.085,-145.440125,-453.379517,62.135,35.651,0.00006,-0.17486
1784809405.208,-144.859451,-452.341431,62.155,35.777,-0.00171,-0.17563
1784809405.322,-144.316025,-451.369507,62.154,35.878,-0.00098,-0.18262
1784809405.436,-143.767761,-450.389313,62.136,35.998,0.00114,-0.19531
1784809405.547,-143.244614,-449.454773,62.124,36.097,0.00120,-0.20607
1784809405.655,-142.714767,-448.508545,62.133,36.212,0.00180,-0.21322
1784809405.766,-142.166931,-447.529663,62.147,36.305,0.00174,-0.21291
1784809405.879,-141.628418,-446.566589,62.165,36.420,0.00225,-0.20365
1784809405.985,-141.107010,-445.633423,62.184,36.513,0.00199,-0.19433
1784809406.097,-140.554306,-444.643646,62.206,36.622,0.00206,-0.18969
1784809406.205,-140.026703,-443.697906,62.229,36.709,0.00019,-0.19752
1784809406.313,-139.490326,-442.735535,62.249,36.794,-0.00067,-0.20490
1784809406.422,-138.948303,-441.762177,62.253,36.890,-0.00135,-0.20689
1784809406.530,-138.413330,-440.801208,62.248,36.965,-0.00118,-0.20792
1784809406.638,-137.874664,-439.834076,62.233,37.038,-0.00152,-0.20924
1784809406.750,-137.325104,-438.848145,62.216,37.118,-0.00108,-0.21195
1784809406.861,-136.779205,-437.869690,62.198,37.183,-0.00124,-0.21536
1784809406.975,-136.207047,-436.845093,62.183,37.258,-0.00080,-0.21293
1784809407.082,-135.661743,-435.869263,62.169,37.322,0.00096,-0.20710
1784809407.195,-135.106049,-434.875214,62.162,37.397,0.00663,-0.20382
1784809407.306,-134.537811,-433.858704,62.176,37.459,0.01635,-0.20396
1784809407.419,-133.972397,-432.845947,62.266,37.529,0.03251,-0.20312
1784809407.532,-133.415543,-431.843933,62.467,37.596,0.06296,-0.19919
