x,y
-273.81184770646064,-513.7050778666176
-273.3120546491699,-513.6916529174514
-272.8122615918792,-513.6782279682852
-272.31246853458845,-513.6648030191191
-271.8126491299997,-513.6513773623568
-271.312829725411,-513.6379517055946
-270.8130103208223,-513.6245260488323
-270.31328292521226,-513.6111028631044
-269.81355552960224,-513.5976796773765
-269.3138281339922,-513.5842564916486
-268.8139456790813,-513.5754185920944
-268.3140632241704,-513.5665806925401
-267.8141807692595,-513.5577427929859
-267.3142983143486,-513.5489048934317
-266.8143271826914,-513.5483904843735
-266.31435605103417,-513.5478760753153
-265.81438491937695,-513.5473616662572
-265.31441378771973,-513.546847257199
-264.8144426560625,-513.5463328481409
-264.3144715244053,-513.5458184390827
-263.81448954173595,-513.5451615433623
-263.3145075590666,-513.5445046476418
-262.8145255763973,-513.5438477519214
-262.31454359372793,-513.5431908562009
-261.8145616110586,-513.5425339604805
-261.3145845975068,-513.5454862840768
-260.81460758395497,-513.5484386076731
-260.31463057040315,-513.5513909312695
-259.81465355685134,-513.5543432548658
-259.3146765432995,-513.5572955784621
-258.8146995297477,-513.5602479020584
-258.31474918861767,-513.5658827684214
-257.8147988474876,-513.5715176347843
-257.3148485063576,-513.5771525011472
-256.81489816522753,-513.5827873675102
-256.3149478240975,-513.5884222338731
-255.81499748296747,-513.594057100236
-255.31504714183745,-513.5996919665989
-254.81509680070744,-513.6053268329619
-254.31514645957742,-513.6109616993248
-253.8151776868544,-513.6136420113365
-253.3152089141314,-513.6163223233483
-252.8152401414084,-513.6190026353601
-252.3152713686854,-513.6216829473718
-251.81530259596238,-513.6243632593836
-251.31533382323937,-513.6270435713953
-250.81536505051636,-513.6297238834071
-250.31543596454986,-513.6360762213353
-249.81550687858336,-513.6424285592635
-249.31557779261686,-513.6487808971917
-248.81564870665036,-513.6551332351199
-248.31571962068386,-513.6614855730481
-247.81579053471737,-513.6678379109763
-247.31585392185573,-513.6725225124434
-246.8159173089941,-513.6772071139104
-246.31598069613247,-513.6818917153774
-245.81604408327084,-513.6865763168445
-245.3161074704092,-513.6912609183115
-244.81617085754758,-513.6959455197785
